Title,Music_Composer,Genre
Chilaka Josyam,Ilaiyaraaja,"Romance
"
Darling Darling Darling,Sankar Ganesh,"Romance
"
Debbaku Debba,Ilaiyaraaja,"Romance
"
Desanikokkadu,Ilaiyaraaja,"Romance
"
Devi Kanaykumari,"Devarajan
",Devotional
Devi Moogambika,Ilaiyaraaja,Devotional
Devi Sridevi,Chakravarthy,"Romance
"
Dharma Poratam,Satyam,"Romance
"
Dharmaatmudu,Satyam,"Romance
"
Digivachina Devudu,"G. K. Venkatesh
","Romance
"
Doctor Gari Kodalu,Ilaiyaraaja,"Romance
"
Durga Devi,J. V. Raghavulu,"Romance
"
Ee Desamlo Oka Roju,Chakravarthy,"Romance
"
Ee Pillaku Pellavuthunda,Chakravarthy,"Romance
"
Eeswarudu Seneswarudu,"M. S. Viswanathan
","Romance
"
Gaanam,Susarla Dakshinamurthi,"Romance
"
Gaju Bommalu,Ramesh Naidu,"Romance
"
Grahanam Vidichindi,Ramesh Naidu,"Romance
"
Gudachari No.1,Chakravarthy,"Romance
"
Iddaru Kiladeelu,"Joy
","Romance
"
Idhi Kadhu Mugimpu,"Sivaji Raaja
","Romance
"
Ikanaina Marandi,Satyam,"Romance
"
Intalludu,Ilaiyaraaja,"Romance
"
Kasi Yatra,Ilaiyaraaja,"Romance
"
Kaksha Sadistha,Ilaiyaraaja,"Romance
"
Kala Yamudu,J. V. Raghavulu,"Romance
"
Kaliyuga Dhaivam,Satyam,"Romance
"
Kalyana Veena,Satyam,"Romance
"
Kanne Donga,Ilaiyaraaja,"Romance
"
Kanthaiyya Kanakaiyya,Ilaiyaraaja,"Romance
"
Keerthi Kantha Kanakam,Ilaiyaraaja,"Romance
"
Khaidi,Chakravarthy,"Romance
"
Kirayi Bommalu,Pendyala Nageswara Rao,"Romance
"
Kirayi Kotigadu,Chakravarthy,"Romance
"
Kirayi Rangadu,Shashi Pritam,"Romance
"
Kodalu Kaavaali,Satyam,"Romance
"
Kokilamma,"M. S. Viswanathan
","Romance
"
Konte Kodallu,Chakravarthy,"Romance
"
Koti Kokkadu,Rajan-Nagendra,"Romance
"
Kunkuma Tilakam,Satyam,"Romance
"
Lanke Bindelu,Rajan-Nagendra,"Romance
"
M.L.A. Yedukondalu,Chakravarthy,"Romance
"
Maa Intaina Katha,Rajan-Nagendra,"Romance
"
Maa Inti Premayanam,J. V. Raghavulu,"Romance
"
Maa Intiki Randi,J. V. Raghavulu,"Romance
"
Maga Maharaju,Chakravarthy,"Romance
"
Magallako Namaskaram,Ilaiyaraaja,"Romance
"
Maharani,"Shankar Ganesh
","Romance
"
Manavulara Manninchandi,Ilaiyaraaja,"Romance
"
Manishiki Maro Peru,K. V. Mahadevan,"Romance
"
Manishiko Chartira,Chakravarthy,"Romance
"
Mantri Gari Viyyankudu,Ilaiyaraaja,"Romance
"
Maro Maya Bazaar,Satyam,"Romance
"
Mayagadu,Chakravarthy,"Romance
"
Monagadu Vastunnadu Jagratha,Satyam,"Romance
"
Moodu Mullu,Rajan-Nagendra,"Romance
"
Moogavadi Paga,Satyam,"Romance
"
Muddula Mogudu,S. Rajeswara Rao,"Romance
"
Muggurammayila Mogudu,Chakravarthy,Comedy
Mugguru Monagallu,Chakravarthy,"Romance
"
Mundadugu,Chakravarthy,Social
Navodayam,Chakravarthy,"Romance
"
Nelavanka,Ilaiyaraaja,"Romance
"
Neti Bharatam,Chakravarthy,"Romance
"
Nijam Chebithe Nerama,"M. S. Viswanathan
","Romance
"
Oorantha Sankranthi,Ilaiyaraaja,"Romance
"
Padmavathi Kalyanam,Ilaiyaraaja,"Romance
"
Palleturi Monagadu,Chakravarthy,"Romance
"
Palleturi Pidugu,Satyam,"Romance
"
Pandanti Kapuraniki 12 Suthralu,Satyam,"Romance
"
Patnam Vachhina Pasipapa,Ilaiyaraaja,"Romance
"
Pelli Chesi Choopistham,Rajan-Nagendra,"Romance
"
Pelli Choopulu,K. V. Mahadevan,"Romance
"
Penki Ghatam,Shashi Pritam,"Romance
"
Pichi Pantuulu,Chakravarthy,Comedy
Pidugu lanti Manishi,"M. S. Viswanathan
","Romance
"
Police Police,"M. S. Viswanathan
","Romance
"
Police Venkataswamy,J. V. Raghavulu,"Romance
"
Poratam,Chakravarthy,"Romance
"
Praja Rajyam,J. V. Raghavulu,"Romance
"
Praja Shakthi,Chakravarthy,"Romance
"
Pralaya Gharjana,Raj-Koti,"Romance
"
Prema Jwala,Chakravarthy,"Romance
"
Prema Pichollu,Chakravarthy,"Romance
"
Prema Sagaram,T. Rajendar,"Romance
"
Prema Vijayam,"S. S Prakash
","Romance
"
Puli Bebbuli,Rajan-Nagendra,"Romance
"
Puli Debba,Satyam,"Romance
"
Raakasi Loya,Satyam,"Romance
"
Raghu Ramudu,Chakravarthy,"Romance
"
Rajakumar,Ilaiyaraaja,"Romance
"
Raju Rani Jocky,Rajan-Nagendra,"Romance
"
Ramarajyamlo Bheemaraju,Chakravarthy,"Romance
"
Ramudu Kadu Krishnudu,Ilaiyaraaja,"Romance
"
Rangula Kala,B. Narsing Rao,"Romance
"
Rangula Puli,Chakravarthy,"Romance
"
Rendu Jella Sita,Ramesh Naidu,"Romance
"
Roshagadu,Satyam,"Romance
"
Rudrakali,Satyam,"Romance
"
Sagara Sangamam,Ilaiyaraaja,"Romance
"
Sangharshana,Chakravarthy,"Romance
"
Shakthi,Chakravarthy,"Romance
"
Simham Navvindi,Chakravarthy,"Romance
"
Simhamtho Chelagatam,Ilaiyaraaja,"Romance
"
Simhapuri Simham,J. V. Raghavulu,"Romance
"
Siripuram Monagadu,Raj-Koti,"Romance
"
Sivudu Sivudu Sivudu,Chakravarthy,"Romance
"
Sri Ranga Neethulu,Satyam,"Romance
"
Subha Muhurtham,Ilaiyaraaja,"Romance
"
Swarajyam,Chakravarthy,"Romance
"
Thodu Needa,Ilaiyaraaja,"Romance
"
Triveni Sangamam,J. V. Raghavulu,"Romance
"
Vetagadi Vijayam,K. V. Mahadevan,"Romance
"
Vimukthi Kosam,B. Gopalam,"Romance
"
Aadadhi Visirina Savaal,Chakravarthy,"Romance
"
Abhimanyudu,K. V. Mahadevan,"Romance
"
Adarshavanthudu,Ilaiyaraaja,"Romance
"
Agni Gundam,Chakravarthy,"Romance
"
Allullostunnaru,Ilaiyaraaja,"Romance
"
Ananda Bhairavi,Ramesh Naidu,"Romance
"
Anubandham,Chakravarthy,"Romance
"
Bava Maradallu,Chakravarthy,"Romance
"
Bhagyalakshmi,"M. S. Viswanathan
","Romance
"
Bobbili Brahmanna,Ilaiyaraaja,"Romance
"
Challenge,Ilaiyaraaja,"Romance
"
Devalayam,Chakravarthy,"Romance
"
Devanthakudu,Chakravarthy,"Romance
"
Disco King,Ilaiyaraaja,"Romance
"
Dongalu Baboi Dongalu,Ilaiyaraaja,"Romance
"
Goonda,Chakravarthy,"Romance
"
Gruhalakshmi,Satyam,"Romance
"
Hero,Chakravarthy,"Romance
"
Illalu Priyuralu,Ilaiyaraaja,"Romance
"
Inti Guttu,Chakravarthy,"Romance
"
Jagan,Ilaiyaraaja,"Romance
"
Janam Manam,Chakravarthy,"Romance
"
Janani Janmabhoomi,K. V. Mahadevan,"Romance
"
Justice Chakravarthy,Ilaiyaraaja,"Romance
"
Kanchana Ganga,Chakravarthy,"Romance
"
Kanchu Kagada,Chakravarthy,Action
Kathanayakudu,Chakravarthy,"Romance
"
Koteeswarudu,Ilaiyaraaja,"Romance
"
Kotha Dampathulu,Ilaiyaraaja,"Romance
"
Kurra Cheshtalu,Ilaiyaraaja,"Romance
"
Kurukshetramlo Sita,Ramesh Naidu,"Romance
"
Kutumba Gowaravam,Ilaiyaraaja,"Romance
"
Mahanagaramlo Mayagadu,Chakravarthy,"Romance
"
Manasa Veena,"M. S. Viswanathan
","Romance
"
Mangammagari Manavadu,K. V. Mahadevan,"Romance
"
Mayuri,S. P. Balasubrahmanyam,"Romance
"
Merupu Daadi,Ilaiyaraaja,"Romance
"
Naagu,Ilaiyaraaja,"Romance
"
Nava Mohini,Parthasarathy,"Romance
"
Nayakulaku Saval,Ilaiyaraaja,Action
Palnati Puli,Ilaiyaraaja,"Romance
"
Rachayitri,Ilaiyaraaja,"Romance
"
Raga Bandham,Ilaiyaraaja,"Romance
"
Railu Dopidi,Rajan-Nagendra,"Romance
"
Rajahmundry Rome,Ilaiyaraaja,Crime Story
Raktha Sambandham,Chakravarthy,"Romance
"
Rana,Chakravarthy,"Romance
"
Raraju,Ilaiyaraaja,"Romance
"
Rojulu Marayi,"Sivakrishna
","Romance
"
Rowdy,Chakravarthy,"Romance
"
Rustum,Chakravarthy,"Romance
"
S. P. Bhayankar,Ilaiyaraaja,"Romance
"
Sahasame Jeevitham,Ilaiyaraaja,"Romance
"
Sampoorna Premayanam,Ilaiyaraaja,"Romance
"
Sangeeta Samrat,Ilaiyaraaja,"Romance
"
Seethamma Pelli,S. P. Balasubrahmanyam,"Romance
"
Sitaara,Ilaiyaraaja,Drama
Srimadvirat Veerabrahmendra Swami Charitra,Ramesh Naidu,"Romance
"
Srivariki Premalekha,Ramesh Naidu,"Romance
"
Swathi,Ilaiyaraaja,"Romance
"
Tandava Krishnudu,Ilaiyaraaja,"Romance
"
Vasantha Geetam,Ilaiyaraaja,"Romance
"
Veerabhadrudu,Ilaiyaraaja,"Romance
"
Yuddham,Chakravarthy,"Romance
"
Aadi Dampatulu,Ilaiyaraaja,"Romance
"
Aalapana,Ilaiyaraaja,"Romance
"
Anasuyamma Gari Alludu,Ilaiyaraaja,"Romance
"
Apoorva Sahodarulu,Chakravarthy,"Romance
"
Aranyakanda,Ilaiyaraaja,"Romance
"
Brahma Rudrulu,Ilaiyaraaja,"Romance
"
Brahmastram,Ilaiyaraaja,"Romance
"
Captain Nagarjun,Ramesh Naidu,"Romance
"
Chadastapu Mogudu,Chakravarthy,"Romance
"
Chanakya Shapadham,Chakravarthy,"Romance
"
Chantabbai,Chakravarthy,"Romance
"
Deshoddharakudu,Chakravarthy,"Romance
"
Dhairyavanthudu,Ilaiyaraaja,"Romance
"
Driver Babu,Ilaiyaraaja,"Romance
"
Ide Naa Samadhanam,Chakravarthy,"Romance
"
Jailu Pakshi,Ilaiyaraaja,"Romance
"
Jayam Manade,Vandemataram Srinivas,"Romance
"
Jeevana Poratam,Chakravarthy,"Romance
"
Kaliyuga Krishnudu,Ilaiyaraaja,"Romance
"
Kaliyuga Pandavulu,Chakravarthy,"Romance
"
Karu Diddina Kapuram,Ilaiyaraaja,"Romance
"
Kashmora,Chakravarthy,"Romance
"
Khaidi Rudraiah,Chakravarthy,"Romance
"
Kirathakudu,Ilaiyaraaja,"Romance
"
Kondaveeti Raja,Chakravarthy,"Romance
"
Krishna Garadi,Ilaiyaraaja,"Romance
"
Ladies Tailor,Ilaiyaraaja,"Romance
"
Magadheerudu,Chakravarthy,"Romance
"
Mannemlo Monagadu,K. V. Mahadevan,"Romance
"
Muddula Krishnaiah,Ilaiyaraaja,"Romance
"
Naanum Oru Thozhilali,Ilaiyaraaja,"Romance
"
Nippulanti Manishi,Chakravarthy,"Romance
"
Padaharella Ammayi,Ilaiyaraaja,"Romance
"
Padamati Sandhya Ragam,S. P. Balasubrahmanyam,"Romance
"
Papikondalu,Chakravarthy,"Romance
"
Pavitra,Ilaiyaraaja,"Romance
"
Prathibhavanthudu,Ilaiyaraaja,"Romance
"
Prathigatana,Chakravarthy,"Romance
"
Punyasthree,Ilaiyaraaja,"Romance
"
Rakshasudu,Ilaiyaraaja,"Romance
"
Ravana Brahma,Ilaiyaraaja,"Romance
"
Rendu Rellu Aaru,Rajan-Nagendra,"Romance
"
Repati Pourulu,Chakravarthy,"Romance
"
Sakkanodu,K. V. Mahadevan,"Romance
"
Santhi Nivasam,Ilaiyaraaja,"Romance
"
Seetharama Kalyanam,K. V. Mahadevan,"Romance
"
Simhasanam,Bappi Lahiri,"Romance
"
Sirivennela,K. V. Mahadevan,"Romance
"
Srimathi Oka Bahumathi,Sankar Ganesh,"Romance
"
Srinivasa Kalyanam,K. V. Mahadevan,"Romance
"
Swathi Muthyam,Ilaiyaraaja,"Romance
"
Sri Shirdi Saibaba Mahathyam,Ilaiyaraaja,"Romance
"
Tandra Paparayudu,Ilaiyaraaja,"Romance
"
Ugra Narasimham,Ilaiyaraaja,"Romance
"
Veta,Chakravarthy,"Romance
"
Vikram,Chakravarthy,"Romance
"
Agni,Ilaiyaraaja,"Romance
"
Ajatha Satruvu,Ilaiyaraaja,"Romance
"
Anna Chellalu,Chakravarthy,"Romance
"
Ashoka Chakravarthy,Ilaiyaraaja,"Romance
"
Attaku Yamudu Ammayiki Mogudu,Chakravarthy,"Romance
"
Adavilo Abhimanyudu,K. V. Mahadevan,"Romance
"
Bala Gopaludu,Raj-Koti,"Romance
"
Bandhuvulostunnaru Jagratha,Ilaiyaraaja,"Romance
"
Bava Bava Panneeru,Chakravarthy,"Romance
"
Bhale Dampathulu,Ilaiyaraaja,"Romance
"
Bhale Donga,Chakravarthy,"Romance
"
Bharata Nari,Chakravarthy,"Romance
"
Bharyalu Jagratha,Ilaiyaraaja,"Romance
"
Chalaki Mogudu Chadastapu Pellam,Ilaiyaraaja,"Romance
"
Chettu Kinda Pleader,Ilaiyaraaja,"Romance
"
Dharma Teja,Ilaiyaraaja,"Romance
"
Dhruva Nakshatram,Ilaiyaraaja,"Romance
"
Gaduggai,Chakravarthy,"Romance
"
Geetanjali,Ilaiyaraaja,"Romance
"
Goonda Rajyam,Ilaiyaraaja,"Romance
"
Gopala Rao Gari Abbayi,Ilaiyaraaja,"Romance
"
Gudachari 117,Ilaiyaraaja,"Romance
"
Hai Hai Nayaka,Suresh,"Romance
"
Indrudu Chandrudu,Ilaiyaraaja,"Romance
"
Jayammu Nischayammu Raa,Ilaiyaraaja,"Romance
"
Joo Laka Taka ,Raj-Koti,"Romance
"
Koduku Diddina Kapuram,Raj-Koti,"Romance
"
Kokila,Ilaiyaraaja,"Romance
"
Lankeswarudu,Raj-Koti,"Romance
"
Mamatala Kovela,K. V. Mahadevan,"Romance
"
Manchu Kutumbam,Ilaiyaraaja,"Romance
"
Mouna Poratam,Ilaiyaraaja,"Romance
"
Muddula Mavayya,Ilaiyaraaja,"Romance
"
Muthyamantha Muddu,Hamsalekha,"Romance
"
Naga Pournami,Sankar Ganesh,"Romance
"
Nyayam Meere Cheppali,Chakravarthy,"Romance
"
Ontari Poratam,Chakravarthy,"Romance
"
Paila Pacheesu,Ilaiyaraaja,"Romance
"
Poola Rangadu,Ilaiyaraaja,"Romance
"
Prema,Ilaiyaraaja,"Romance
"
Preminchi Choodu,Ilaiyaraaja,"Romance
"
Rajakeeya Chadarangam,Ilaiyaraaja,"Romance
"
Rudranetra,Ilaiyaraaja,"Romance
"
Sahasame Naa Oopiri,Ilaiyaraaja,"Romance
"
Sakshi,Ilaiyaraaja,"Romance
"
Samsaram Oka Sangeetham,Chakravarthy,"Romance
"
Sarvabhoumudu,Ilaiyaraaja,"Romance
"
Simha Swapnam,Ilaiyaraaja,"Romance
"
Siva,Ilaiyaraaja,"Romance
"
Srirama Chandrudu,Satyam,"Romance
"
State Rowdy,Bappi Lahiri,"Romance
"
Sutradharulu,Ilaiyaraaja,"Romance
"
Swathi Chinukulu,Ilaiyaraaja,"Romance
"
Two Town Rowdy,Ilaiyaraaja,"Romance
"
Vichitra Sodarulu,Ilaiyaraaja,"Romance
"
Vicky Daada,Ilaiyaraaja,"Romance
"
Vijay,Chakravarthy,"Romance
"
Yamapaasam,K. V. Mahadevan,"Romance
"
